,,,,"Command Area",,,,,,,,"Non-Command Area",,,,,,,,"Poor GW quality area",,,,,,,
,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,,"Irrigated",,,,,,,
"Sr.no","Watershed code","GW watershed name","village name","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total","DW","DW PS","BW","STW","MTW","DTW","FP","Total"
713,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Erpedu",511,511,2954,,479,32,,4487,,7,75,,,,2,84,,,,,,,,0
714,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Sitarampeta",221,221,393,,,221,,1056,,3,20,,,,2,25,,,,,,,,0
715,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Patavirapuram",277,277,1611,,,277,,2442,,8,15,,,,1,24,,,,,,,,0
716,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Venkatapuram",293,293,435,,,293,,1314,,3,8,,,,1,12,,,,,,,,0
717,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Pedda anjinedu",781,781,992,,113,668,,3335,,13,48,,,,4,65,,,,,,,,0
718,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Chinna anjinedu",369,369,884,,,369,,1991,,8,28,,,,1,37,,,,,,,,0
719,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Isukatageli",143,143,1142,,,143,,1571,,11,34,,,,1,46,,,,,,,,0
720,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Nachaneri",449,449,426,,40,409,,1773,,3,28,,,,1,32,,,,,,,,0
721,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Nanjampalli",102,102,512,,,102,,818,,5,29,,,,2,36,,,,,,,,0
722,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Durgiperi",106,106,526,,,106,,844,,3,35,,,,1,39,,,,,,,,0
723,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Krishnampalli",718,718,484,,64,654,,2638,,5,28,,,,2,35,,,,,,,,0
724,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Chindepalli",806,806,808,,,806,,3226,,12,50,,,,2,64,,,,,,,,0
725,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Eguvaveedi",112,112,2127,,,112,,2463,,5,20,,,,0,25,,,,,,,,0
726,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Diguva veedi",143,143,454,,,143,,883,,11,30,,,,0,41,,,,,,,,0
727,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Tondamanadu",142,142,1292,,,142,,1718,,4,83,,,,0,87,,,,,,,,0
728,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Pullareddikandriga",81,81,893,,,81,,1136,,4,11,,,,0,15,,,,,,,,0
729,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Ramalingapuram",112,112,661,,,112,,997,,4,9,,,,1,14,,,,,,,,0
730,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Ammapalem",121,121,1106,,,121,,1469,,13,30,,,,0,43,,,,,,,,0
731,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Panagal",264,264,1976,,12,252,,2768,,17,11,,,,4,32,,,,,,,,0
732,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Arava kothuru",96,96,166,,,96,,454,,4,3,,,,1,8,,,,,,,,0
733,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Cherukula padu",68,68,181,,,68,,385,,1,0,,,,3,4,,,,,,,,0
734,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Guntakinda palle",124,124,648,,,124,,1020,,2,11,,,,2,15,,,,,,,,0
735,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Urandur",490,490,3227,,,490,,4697,,16,70,,,,1,87,,,,,,,,0
736,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Maddiledu",59,59,566,,,59,,743,,3,15,,,,1,19,,,,,,,,0
737,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Racha gunneri",206,206,1261,,,206,,1879,,1,9,,,,1,11,,,,,,,,0
738,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Kapu gunneri",140,140,787,,,140,,1207,,1,45,,,,0,46,,,,,,,,0
739,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Challa palem",298,298,1409,,,298,,2303,,1,28,,,,1,30,,,,,,,,0
740,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Bokkasam palem",136,136,850,,,136,,1258,,2,25,,,,0,27,,,,,,,,0
741,"10-C-74-38","Ctr-Swarna-Thondamanadu-Yerpedu","Cherlopalle Vyavasaya Kandriga",112,112,,,,112,,336,,4,0,,,,0,4,,,,,,,,0
742,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Penubaka",167,167,870,,,167,,1371,,15,0,,,,3,18,,,,,,,,0
743,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Akkurthi",227,227,1673,,,227,,2354,,50,0,,,,3,53,,,,,,,,0
744,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Ammacheruvu",161,161,119,,,161,,602,,12,1,,,,1,14,,,,,,,,0
745,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Bodavaripalli",100,100,4,,,100,,304,,7,7,,,,1,15,,,,,,,,0
746,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Bramhanapalli",239,239,198,,,239,,915,,12,20,,,,1,33,,,,,,,,0
747,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Cherlopalli",107,107,1116,,,107,,1437,,17,2,,,,1,20,,,,,,,,0
748,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Empedu",595,595,996,,,595,,2781,,9,30,,,,1,40,,,,,,,,0
749,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Yerra gudi padu",170,170,564,,,170,,1074,,14,12,,,,1,27,,,,,,,,0
750,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Gollapalle",2055,2055,658,1754,1,2054,,8577,,20,0,,,,1,21,,,,,,,,0
751,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Kalavagunta",2279,2279,1525,1516,,2279,,9878,,43,4,,,,4,51,,,,,,,,0
752,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Kamma kothur",61,61,861,,,61,,1044,,6,0,,,,1,7,,,,,,,,0
753,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Koneru gunta",72,72,0,,,72,,216,,4,2,,,,1,7,,,,,,,,0
754,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Marrimakulachenu kandriga",94,94,326,,,94,,608,,3,25,,,,0,28,,,,,,,,0
755,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Melachur",2315,2315,842,2039,,2315,,9826,,43,6,,,,1,50,,,,,,,,0
756,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Muchuvolu",1182,1182,1823,,,1182,,5369,,10,38,,,,1,49,,,,,,,,0
757,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Muddu mudi",59,59,583,,,59,,760,,3,25,,,,1,29,,,,,,,,0
758,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Murthy palem",421,421,0,,,421,,1263,,6,0,,,,1,7,,,,,,,,0
759,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Narayanapuram",206,206,1439,,,206,,2057,,14,20,,,,3,37,,,,,,,,0
760,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Obulaya palle",666,666,1002,,,666,,3000,,20,25,,,,1,46,,,,,,,,0
761,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Papanapalli",575,575,766,129,,575,,2620,,48,80,,,,1,129,,,,,,,,0
762,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Pathagunta",451,451,623,,,451,,1976,,19,4,,,,2,25,,,,,,,,0
763,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Ramanujapalle",480,480,401,162,1,479,,2003,,30,23,,,,3,56,,,,,,,,0
764,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Reddipalle",395,395,700,,,395,,1885,,22,38,,,,2,62,,,,,,,,0
765,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Vagavedu",811,811,1725,104,,811,,4262,,54,0,,,,3,57,,,,,,,,0
766,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Velampadu",1245,1245,1649,333,,1245,,5717,,67,5,,,,8,80,,,,,,,,0
767,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Velavedu",1377,1377,1883,304,,1377,,6318,,39,85,,,,1,125,,,,,,,,0
768,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Vengalampalli",540,540,517,,,540,,2137,,24,0,,,,1,25,,,,,,,,0
769,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Udamalapadu",125,125,480,,,125,,855,,57,0,,,,2,59,,,,,,,,0
770,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Yarla pudi",263,263,546,36,,263,,1371,,13,0,,,,1,14,,,,,,,,0
771,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Kothuru",7265,7265,226,,6040,1225,,22021,,15,35,,,,1,51,,,,,,,,0
772,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Kuntipudi",266,266,377,,,266,,1175,,8,20,,,,1,29,,,,,,,,0
773,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Mada mala",259,259,472,,,259,,1249,,14,35,,,,1,50,,,,,,,,0
774,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Mangala gunta",96,96,64,,,96,,352,,10,0,,,,2,12,,,,,,,,0
775,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Mangala puri",185,185,641,,,185,,1196,,5,10,,,,1,16,,,,,,,,0
776,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Forest",1239,1239,,,1239,0,,3717,,,,,,,,0,,,,,,,,0
777,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Peddagunta Agraharam",28,28,223,,,28,,307,,12,0,,,,1,13,,,,,,,,0
778,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Chodavaram",556,556,887,,,556,,2555,,48,45,,,,1,94,,,,,,,,0
779,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Siddagunta",214,214,129,,,214,,771,,22,12,,,,2,36,,,,,,,,0
780,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Virupakshapuram",320,320,787,,,320,,1747,,25,3,,,,1,29,,,,,,,,0
781,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Gummadiigunta",164,164,192,,,164,,684,,6,0,,,,1,7,,,,,,,,0
782,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Srinivasapuram",220,220,194,,,220,,854,,15,20,,,,2,37,,,,,,,,0
783,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Panguru",1383,1383,2631,521,3,1380,,7301,,116,65,,,,4,185,,,,,,,,0
784,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Pagali",667,667,685,,,667,,2686,,46,55,,,,4,105,,,,,,,,0
785,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Chintalapalem",2183,2183,2850,953,,2183,,10352,,81,250,,,,8,339,,,,,,,,0
786,"10-C-74-39","Ctr-Swarna-Valagalamanda-Muchuvolu","Pallam",893,893,2019,,,893,,4698,,63,120,,,,3,186,,,,,,,,0
787,"10-C-74-40","Ctr-Swarna_Inagaluru_Inagaluru","Govinda Rao palli",261,261,273,,,261,,1056,,10,0,,,,3,13,,,,,,,,0
788,"10-C-74-40","Ctr-Swarna_Inagaluru_Inagaluru","Inagalur",2058,2058,2524,730,,2058,,9428,,40,19,,,,10,69,,,,,,,,0
789,"10-C-74-40","Ctr-Swarna_Inagaluru_Inagaluru","Kothapalli chintala",185,185,246,,,185,,801,,5,2,,,,1,8,,,,,,,,0
790,"10-C-74-40","Ctr-Swarna_Inagaluru_Inagaluru","Forest",,,,,,0,,0,,,,,,,,0,,,,,,,,0
791,"10-C-74-40","Ctr-Swarna_Inagaluru_Inagaluru","Mannavaram",1379,1379,512,1229,,1379,,5878,,15,3,,,,1,19,,,,,,,,0
792,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Reppalapattu",240,240,258,78,0,240,,1056,,1,14,,,,0,15,,,,,,,,0
793,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Velur",306,306,1115,,0,306,,2033,,15,56,,,,1,72,,,,,,,,0
794,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Niruvoy",297,297,1896,,0,297,,2787,,7,80,,,,1,88,,,,,,,,0
795,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Vengalathur",844,844,2499,,0,844,,5031,,32,162,,,,5,199,,,,,,,,0
796,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Sivagiri",2618,2618,1582,998,0,2618,,10434,,23,60,,,,4,87,,,,,,,,0
797,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Govardhanagiri",1558,1558,1087,1102,0,1558,,6863,,39,17,,,,4,60,,,,,,,,0
798,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Karur (Krishnagiri)",762,762,3395,245,0,762,,5926,,39,53,,,,2,94,,,,,,,,0
799,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Pudikundram",3001,3001,1260,1960,0,3001,,12223,,24,59,,,,3,86,,,,,,,,0
800,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","S.B.Peta",808,808,2775,225,52,756,,5424,,76,8,,,,2,86,,,,,,,,0
801,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Chilamathuru(bangla)",834,834,1066,,48,786,,3568,,15,86,,,,4,105,,,,,,,,0
802,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Nindra",1063,1063,3899,,0,1063,,7088,,76,214,,,,3,293,,,,,,,,0
803,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Agaram",464,464,1382,,0,464,,2774,,0,161,,,,2,163,,,,,,,,0
804,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Athuru",1493,1493,2821,400,672,821,,7700,,40,181,,,,4,225,,,,,,,,0
805,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Elakatur",1287,1287,2705,300,178,1109,,6866,,103,173,,,,2,278,,,,,,,,0
806,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Chavarambakam",168,168,1006,,112,56,,1510,,21,72,,,,1,94,,,,,,,,0
807,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Kacharavedu",490,490,1357,60,0,490,,2887,,71,128,,,,3,202,,,,,,,,0
808,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Aruru",600,600,2363,16,0,600,,4179,,72,162,,,,1,235,,,,,,,,0
809,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Kunemarajupalem",341,341,1366,,0,341,,2389,,45,72,,,,2,119,,,,,,,,0
810,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Padiri",416,416,1463,,0,416,,2711,,16,141,,,,2,159,,,,,,,,0
811,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Netteri",172,172,873,,0,172,,1389,,21,80,,,,1,102,,,,,,,,0
812,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Jaganadhapuram",453,453,1126,,0,453,,2485,,37,50,,,,3,90,,,,,,,,0
813,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Pannur",542,542,3254,,0,542,,4880,,42,95,,,,1,138,,,,,,,,0
814,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Gangamambapuram",267,267,1017,,0,267,,1818,,32,76,,,,1,109,,,,,,,,0
815,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Kalikapuram",155,155,1072,,0,155,,1537,,19,60,,,,2,81,,,,,,,,0
816,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Buchivanatham",456,456,1363,,0,456,,2731,,46,88,,,,4,138,,,,,,,,0
817,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Samireddikandriga",116,116,525,,0,116,,873,,20,25,,,,0,45,,,,,,,,0
818,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Kaliyambakam",512,512,2101,,0,512,,3637,,70,105,,,,5,180,,,,,,,,0
819,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Alapakkam",441,441,2546,,0,441,,3869,,64,30,,,,4,98,,,,,,,,0
820,"10-C-78-47","Ctr-Arani-Sivagiri Vanka-Nindra","Yellasamudram",161,161,657,,0,161,,1140,,10,9,,,,1,20,,,,,,,,0
821,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Surendranagar",4173,4173,1331,,1039,3134,,13850,,58,54,,,,1,113,,,,,,,,0
822,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Arai",443,443,1730,81,,443,,3140,,29,74,,,,1,104,,,,,,,,0
823,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Diguvaputtur",754,754,1224,253,0,754,,3739,,34,41,,,,2,77,,,,,,,,0
824,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Eguvaputtur",616,616,389,321,0,616,,2558,,33,19,,,,2,54,,,,,,,,0
825,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Middekandriga",437,437,967,121,0,437,,2399,,27,11,,,,3,41,,,,,,,,0
826,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Raipedu",357,357,959,101,0,357,,2131,,6,8,,,,3,17,,,,,,,,0
827,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Sadasivapuram",551,551,1697,308,0,551,,3658,,24,35,,,,5,64,,,,,,,,0
828,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Sakthi Ganeshapuram",357,357,882,40,113,244,,1993,,40,30,,,,2,72,,,,,,,,0
829,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Siddamnaidukandriga",516,516,509,172,128,388,,2229,,11,18,,,,1,30,,,,,,,,0
830,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Srinivasapuram",67,67,900,5,0,67,,1106,,11,20,,,,0,31,,,,,,,,0
831,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Suryanarayanapuram",135,135,98,63,0,135,,566,,8,13,,,,2,23,,,,,,,,0
832,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Aranyamkandriga",4089,4089,3561,533,63,4026,,16361,,69,60,,,,0,129,,,,,,,,0
833,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Bimunicheruvu",172,172,1653,0,0,172,,2169,,26,20,,,,3,49,,,,,,,,0
834,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Bopparajupalem",669,669,723,223,238,431,,2953,,32,75,,,,1,108,,,,,,,,0
835,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Diguvakanakampalem",157,157,820,50,0,157,,1341,,14,11,,,,1,26,,,,,,,,0
836,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Erikambattu",368,368,1948,0,0,368,,3052,,35,26,,,,1,62,,,,,,,,0
837,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Ippam thangal",66,66,405,0,0,66,,603,,15,11,,,,1,27,,,,,,,,0
838,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kalyanapuram",192,192,1038,0,0,192,,1614,,26,25,,,,1,52,,,,,,,,0
839,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kasimitta",565,565,1298,98,67,498,,3091,,52,30,,,,1,83,,,,,,,,0
840,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kilagaram",485,485,2564,79,0,485,,4098,,76,40,,,,2,118,,,,,,,,0
841,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kondacheruvu",23,23,1835,,0,23,,1904,,2,20,,,,1,23,,,,,,,,0
842,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Narayanavanam",282,282,25788,94,0,282,,26728,,24,30,,,,2,56,,,,,,,,0
843,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Palamangalam",1696,1696,3754,459,0,1696,,9301,,76,86,,,,3,165,,,,,,,,0
844,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Samudayam",55,55,1089,0,0,55,,1254,,10,14,,,,0,24,,,,,,,,0
845,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Tiruvattam",443,443,931,112,7,436,,2372,,28,34,,,,1,63,,,,,,,,0
846,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Tumburu",2042,2042,3220,478,238,1804,,9824,,76,50,,,,1,127,,,,,,,,0
847,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Venkatakrishna-palem",89,89,949,0,0,89,,1216,,18,10,,,,3,31,,,,,,,,0
848,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kavanur",434,434,1919,20,44,390,,3241,,44,53,,,,3,100,,,,,,,,0
849,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Koppedu",265,265,2363,0,0,265,,3158,,7,38,,,,2,47,,,,,,,,0
850,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Samayapuram",355,355,219,0,0,355,,1284,,2,52,,,,1,55,,,,,,,,0
851,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Sriramapuram",312,312,1575,0,0,312,,2511,,22,42,,,,0,64,,,,,,,,0
852,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kilapudi",696,696,2672,0,0,696,,4760,,26,78,,,,2,106,,,,,,,,0
853,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Mudiyur",1560,1560,2288,343,1411,149,,7311,,49,140,,,,2,191,,,,,,,,0
854,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Pitchatur",487,487,4620,0,0,487,,6081,,15,47,,,,1,63,,,,,,,,0
855,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Cherlopalli",671,671,2114,,463,208,,4127,,100,64,,,,4,168,,,,,,,,0
856,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Gollapalle",83,83,590,,0,83,,839,,4,15,,,,1,20,,,,,,,,0
857,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Putturu_ Govindapalem",181,181,0,,0,181,,543,,27,8,,,,3,38,,,,,,,,0
858,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Iswarapuram",726,726,2640,,0,726,,4818,,115,38,,,,1,154,,,,,,,,0
859,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Kasimkuppam",487,487,2218,,0,487,,3679,,52,75,,,,0,127,,,,,,,,0
860,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","KBR puram",9534,9534,3174,7889,346,9188,,39665,,98,21,,,,2,121,,,,,,,,0
861,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","KMAgraharam",34,34,445,,0,34,,547,,5,2,,,,1,8,,,,,,,,0
862,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Nandimangalam",827,827,167,0,79,748,,2648,,94,73,,,,1,168,,,,,,,,0
863,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Nesanuru",922,922,1864,,24,898,,4630,,157,110,,,,4,271,,,,,,,,0
864,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Parameswaramanglam",699,699,2453,0,0,699,,4550,,150,89,,,,0,239,,,,,,,,0
865,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Puttur Rural",720,720,25074,36,0,720,,27270,,125,35,,,,1,161,,,,,,,,0
866,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Sirusurajupuram",180,180,828,,0,180,,1368,,29,22,,,,0,51,,,,,,,,0
867,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Taduku",804,804,2326,,0,804,,4738,,72,24,,,,2,98,,,,,,,,0
868,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Tirumalakuppam",1331,1331,4227,0,497,834,,8220,,184,81,,,,3,268,,,,,,,,0
869,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Turur",897,897,3916,,0,897,,6607,,113,149,,,,5,267,,,,,,,,0
870,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Uttarapu Kandriga",120,120,1067,0,0,120,,1427,,35,40,,,,0,75,,,,,,,,0
871,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Vepagunta",489,489,2244,0,29,460,,3711,,69,70,,,,2,141,,,,,,,,0
872,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","Virapureddipalem",137,137,594,0,0,137,,1005,,32,11,,,,1,44,,,,,,,,0
873,"10-C-78-48","Ctr-Arani-Arani-Narayana vanam","SBR puram",4759,4759,3295,,89,4670,,17572,,70,69,,,,1,140,,,,,,,,0
874,"10-C-79-49","Ctr-Kor-Nagari","Adavikothuru",538,538,2000,0,142,396,,3614,,5,29,,,,1,35,,,,,,,,0
875,"10-C-79-49","Ctr-Kor-Nagari","Satravada",607,607,7048,0,46,561,,8869,,3,58,,,,2,63,,,,,,,,0
876,"10-C-79-49","Ctr-Kor-Nagari","Ekambarakuppam",103,103,6797,0,0,103,,7106,,1,27,,,,0,28,,,,,,,,0
877,"10-C-79-49","Ctr-Kor-Nagari","Salvapatteda",25,25,470,0,0,25,,545,,0,15,,,,0,15,,,,,,,,0
878,"10-C-79-49","Ctr-Kor-Nagari","Nagari",592,592,33899,0,0,592,,35675,,0,60,,,,1,61,,,,,,,,0
879,"10-C-79-49","Ctr-Kor-Nagari","Gundrajukuppam",859,859,3132,0,309,550,,5709,,10,17,,,,2,29,,,,,,,,0
880,"10-C-79-49","Ctr-Kor-Nagari","Kakaredu",736,736,2622,702,114,622,,5532,,6,35,,,,4,45,,,,,,,,0
881,"10-C-79-49","Ctr-Kor-Nagari","T.R. kandriga",101,101,868,0,0,101,,1171,,2,6,,,,0,8,,,,,,,,0
882,"10-C-79-49","Ctr-Kor-Nagari","Mangadu",532,532,2906,0,0,532,,4502,,8,55,,,,1,64,,,,,,,,0
883,"10-C-79-49","Ctr-Kor-Nagari","SRN Agraharam",106,106,864,0,0,106,,1182,,2,20,,,,0,22,,,,,,,,0
884,"10-C-79-49","Ctr-Kor-Nagari","Mittapalem",507,507,1643,0,0,507,,3164,,5,0,,,,1,6,,,,,,,,0
885,"10-C-79-49","Ctr-Kor-Nagari","Velavadi",159,159,1342,0,0,159,,1819,,0,25,,,,1,26,,,,,,,,0
886,"10-C-79-49","Ctr-Kor-Nagari","TVB puram",48,48,679,0,0,48,,823,,1,7,,,,0,8,,,,,,,,0
887,"10-C-79-49","Ctr-Kor-Nagari","104 Agaram",518,518,2830,0,0,518,,4384,,8,78,,,,1,87,,,,,,,,0
